step,L_total,L_data,L_position,L_velocity,L_rsf,L_state,L_smooth,L_friction_reg,L_V_temporal,a_minus_b_min,a_minus_b_max,a_minus_b_mean,a_minus_b_std,tau_0_mean,tau_dot_mean,lr,w_rsf,w_state,V_log10_mean,V_log10_std,slip_max
0.0,0.021900855004787445,0.01974628120660782,0.018783122301101685,0.03210527449846268,0.017725344747304916,0.6119763851165771,0.007831674069166183,8.217088179662824e-05,2.1426331996917725,0.0014312900602817535,0.012416791170835495,0.006151371635496616,0.0013747747289016843,59999996.0,0.09999999403953552,9.999999944483476e-05,0.0,0.0,-8.97162914276123,0.38078269362449646,0.32938939332962036
99.0,0.019581826403737068,0.019533326849341393,0.018744144588708878,0.02630608342587948,0.0030514791142195463,5.2014594078063965,0.006124027073383331,1.4272623047872912e-06,0.042303964495658875,-0.013579817488789558,0.016379475593566895,4.489100683713332e-05,0.008351401425898075,59999996.0,0.09999999403953552,9.999444846167472e-05,0.0,0.0,-8.79335880279541,0.06580793857574463,0.46902766823768616
199.0,0.018601153045892715,0.018502112478017807,0.01767401210963726,0.027603328227996826,0.010838454589247704,2.5769357681274414,0.004173153080046177,9.873425597106689e-07,0.0948185846209526,-0.013188870623707771,0.015674427151679993,1.5752719264128245e-05,0.007938475348055363,59999996.0,0.09999999403953552,9.997779521645799e-05,0.0,0.0,-8.759928703308105,0.06777689605951309,0.2879984378814697
299.0,0.018899936228990555,0.018807027488946915,0.01798386126756668,0.027438871562480927,0.02142859250307083,1.9611153602600098,0.003140206215903163,8.039042995733325e-07,0.08972803503274918,-0.012800239026546478,0.015324527397751808,3.885688784066588e-05,0.007911143824458122,59999996.0,0.09999999403953552,9.995004437328878e-05,0.0,0.0,-8.850377082824707,0.1004929393529892,0.2568593919277191
399.0,0.01757621578872204,0.017516182735562325,0.016766278073191643,0.02499683015048504,0.011822104454040527,1.91031014919281,0.0028682174161076546,6.911959076205676e-07,0.05712899565696716,-0.013319876044988632,0.014696018770337105,-1.8826698578777723e-05,0.007901947945356369,59999996.0,0.09999999403953552,9.991120277927234e-05,0.0,0.0,-8.913113594055176,0.0709799975156784,0.2823367714881897
499.0,0.01841849461197853,0.01833142712712288,0.01765650510787964,0.022497398778796196,0.009761031717061996,1.8115003108978271,0.002592888195067644,6.022631851010374e-07,0.0844455435872078,-0.012814227491617203,0.014759618788957596,-6.26000328338705e-05,0.007940382696688175,59999996.0,0.09999999403953552,9.986128001799085e-05,0.0,0.0,-8.954662322998047,0.06562899053096771,0.3648141920566559
599.0,0.01898556388914585,0.01893661543726921,0.018046390265226364,0.029674164950847626,0.018872898072004318,1.7568944692611694,0.0021678428165614605,5.275732064546901e-07,0.04675490781664848,-0.012668753042817116,0.014216413721442223,2.2734002413926646e-05,0.007985549978911877,59999996.0,0.09999999403953552,9.98002884071387e-05,0.0,0.0,-8.971426010131836,0.06674893945455551,0.23680217564105988
699.0,0.018494751304388046,0.01844329573214054,0.017677072435617447,0.02554076723754406,0.014302816241979599,1.7551320791244507,0.0019334177486598492,4.879211701336317e-07,0.04949822649359703,-0.012912347912788391,0.01505124382674694,-5.206296555115841e-05,0.007941550575196743,59999996.0,0.09999999403953552,9.972824299548328e-05,0.0,0.0,-8.99785041809082,0.06619442254304886,0.2836219370365143
799.0,0.018028490245342255,0.017995694652199745,0.017157766968011856,0.02793094888329506,0.017359023913741112,1.716827630996704,0.0017188627971336246,4.528498038780526e-07,0.031053125858306885,-0.013120708987116814,0.01525341160595417,-1.6052381397457793e-05,0.007991020567715168,59999996.0,0.09999999403953552,9.96451615591517e-05,0.0,0.0,-8.988470077514648,0.07993561029434204,0.18582263588905334
899.0,0.01862451247870922,0.018584733828902245,0.01773708686232567,0.028254907578229904,0.01753651350736618,1.6877779960632324,0.0015808118041604757,4.025687871944683e-07,0.038177646696567535,-0.013114888221025467,0.01391240581870079,-4.875790546066128e-05,0.007939710281789303,59999996.0,0.09999999403953552,9.955106459724526e-05,0.0,0.0,-9.040040016174316,0.06223400682210922,0.2656012773513794
999.0,0.019273953512310982,0.01922536827623844,0.018397528678178787,0.027594633400440216,0.007546793669462204,1.6683043241500854,0.0014658919535577297,3.765964606827765e-07,0.04710129275918007,-0.013084881007671356,0.01431276835501194,5.302550925989635e-05,0.007975012063980103,59999996.0,0.09999999403953552,9.944597532678134e-05,0.0,0.0,-9.040627479553223,0.0646662637591362,0.2300073355436325
1099.0,0.01797291450202465,0.01793798618018627,0.017174704000353813,0.025442730635404587,0.01729680970311165,1.625586748123169,0.001300907926633954,3.60385769226923e-07,0.03360919654369354,-0.013207003474235535,0.014057323336601257,3.154607838951051e-05,0.008007672615349293,59999996.0,0.09999999403953552,9.932991967696495e-05,0.0,0.0,-9.057310104370117,0.06391841918230057,0.22781577706336975
1199.0,0.01806338131427765,0.0180217232555151,0.017276298254728317,0.024847514927387238,0.015819739550352097,1.610314130783081,0.0011821247171610594,3.324489625811111e-07,0.04045793041586876,-0.01278490200638771,0.014004401862621307,-2.626680361572653e-05,0.007962274365127087,59999996.0,0.09999999403953552,9.92029262827912e-05,0.0,0.0,-9.07707405090332,0.06380090862512589,0.22784747183322906
1299.0,0.018865536898374557,0.01883609965443611,0.018137767910957336,0.02327774092555046,0.01982281357049942,1.5797531604766846,0.0011018490185961127,3.2046034448285354e-07,0.02831798791885376,-0.013061050325632095,0.014304827898740768,-2.5663333872216754e-05,0.007989844307303429,59999996.0,0.09999999403953552,9.906502647797964e-05,0.0,0.0,-9.076417922973633,0.07201263308525085,0.1807006597518921
1399.0,0.018613187596201897,0.01859058439731598,0.01778314635157585,0.026914631947875023,0.02917172759771347,1.5399274826049805,0.0010293491650372744,3.0018617280802573e-07,0.021559065207839012,-0.013352543115615845,0.013884376734495163,-2.020598913077265e-05,0.007985584437847137,59999996.0,0.09999999403953552,9.891625428724375e-05,0.0,0.0,-9.10275650024414,0.06549223512411118,0.20237499475479126
